dish,date,confirmed_so_far,rank,Continent
Fusilli with Octopus,1969-01-01,5860,63.0,SteakChickenSeafood
Strip bacon with Chicken,1969-01-01,6450,44.0,Chicken
Chicken Fried Steak Sandwich,1969-01-01,5670,67.0,Chicken
Oyster Pan Roast,1969-01-01,6181,51.0,Seafood
Cream of Trout,1969-01-01,7175,21.0,Seafood
Tenderloin Steak with Mushrooms,1969-01-01,2820,158.0,Steak
Chicken Fajita and Salad,1969-01-01,7103,23.0,Chicken
Chicken Curry,1969-01-01,7324,19.0,Chicken
Sirloin Steak with Mushrooms,1969-01-01,1727,170.0,Steak
Halibut Steak,1969-01-01,3460,148.0,SteakSeafood
Escargo,1969-01-01,2301,162.0,Seafood
Nova Scotia Lox and Scrambled Eggs,1969-01-01,6088,54.0,SeafoodChicken
Soft Drink with Chicken,1969-01-01,5122,85.0,Chicken
"Cream of Eye, Catfish",1969-01-01,2163,163.0,SteakSeafood
Clam Chowder,1969-01-01,8848,2.0,SeafoodChicken
Trout Milk,1969-01-01,3114,153.0,Seafood
Half Pound Wings,1969-01-01,5123,84.0,Chicken
Fried Scallops,1969-01-01,4362,120.0,SteakSeafood
Seabass Beer and Steak,1969-01-01,2560,161.0,SteakSeafood
Crab Meat Salad,1969-01-01,3897,138.0,SteakSeafood
Sushi,1969-01-01,3031,154.0,Seafood
Milk Fed Chicken,1969-01-01,5720,66.0,SteakSeafood
Porterhouse Steak,1969-01-01,7646,14.0,Steak
Stripped Bass,1969-01-01,4486,114.0,SteakSeafood
Broiled Oysters,1969-01-01,4303,123.0,SteakSeafood
"Half n half, lobster and chicken special",1969-01-01,7849,13.0,SeafoodChicken
Clams,1969-01-01,7580,17.0,Seafood
"Chicken Soup, Lobster Dinner",1969-01-01,6844,31.0,SeafoodChicken
Crab Flake Salad,1969-01-01,2917,156.0,SteakSeafood
Cold Brew,1969-01-01,4134,130.0,
Latte,1969-01-01,5263,79.0,
Bone Sirloin Steak,1969-01-01,4517,113.0,Steak
Machiatto,1969-01-01,5207,81.0,
Omelette With Chicken Livers,1969-01-01,5044,86.0,Chicken
Salisbury Steak,1969-01-01,4979,88.0,Steak
Chicken Mayonnaise,1969-01-01,4438,118.0,Chicken
Adam's Brew,1969-01-01,6036,57.0,
Chicken Fricassee,1969-01-01,6209,47.0,Chicken
"Halibut House, Picanhe Steak",1969-01-01,5325,77.0,SteakSeafood
Reindeer Steak,1969-01-01,1652,173.0,Steak
Beef Steak,1969-01-01,6472,40.0,Steak
Nova Scotia Lox and Scrambled Eggs,1969-01-01,7044,24.0,SeafoodChicken
Party Size Mussels and Shrimp,1969-01-01,6730,35.0,SteakSeafood
"Steak, Gerostet",1969-01-01,5124,83.0,Steak
Cream,1969-01-01,4665,103.0,SteakSeafood
Chicken Teriyaki,1969-01-01,4916,91.0,Chicken
Ginger Ale,1969-01-01,3603,145.0,
Clam Stew,1969-01-01,4589,107.0,SteakSeafood
Cream Soup with Fish,1969-01-01,1727,171.0,SteakChickenSeafood
Chicken Fried,1969-01-01,5825,64.0,Chicken
Chicken Sandwich,1969-01-01,8154,7.0,Chicken
Smoked Salmon and Pulled Beef,1969-01-01,5161,82.0,SteakSeafood
Roast Chicken,1969-01-01,4308,122.0,Chicken
Chicken And Ham Pie,1969-01-01,8126,9.0,Chicken
Imported Sardines,1969-01-01,5939,60.0,SteakSeafood
Chicken Okra Soup,1969-01-01,5227,80.0,Chicken
Rump Steak,1969-01-01,1886,168.0,Steak
Sirloin Steak for 2,1969-01-01,5616,69.0,Steak
Shashimi,1969-01-01,5395,74.0,SteakSeafood
Boneless Catfish Fillet for two,1969-01-01,4638,105.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1969-01-01,3171,152.0,SeafoodChicken
Minute Steak,1969-01-01,4800,97.0,Steak
Cola,1969-01-01,1472,174.0,
Steak Minute,1969-01-01,5632,68.0,Steak
Chicken Parmesan,1969-01-01,5426,73.0,Chicken
Wings and Beer Deal,1969-01-01,4892,92.0,Chicken
Clam Chowder and bread,1969-01-01,8153,8.0,Seafood
Fried Oyster Crabs,1969-01-01,6771,33.0,Seafood
Cape Cod Oysters,1969-01-01,7992,12.0,Seafood
Trout Saute,1969-01-01,5781,65.0,Seafood
Sliced Chicken Sandwich,1969-01-01,6730,34.0,Chicken
Clam Fry,1969-01-01,6464,41.0,Seafood
Roast Chicken,1969-01-01,8293,6.0,Chicken
Ham Steak,1969-01-01,4105,131.0,Steak
Imported Caviar,1969-01-01,6450,43.0,Seafood
Broiled Hamburg Chicken,1969-01-01,4267,127.0,Seafood
Clam Broth in Cup,1969-01-01,6147,52.0,Seafood
Salmon Steak,1969-01-01,4950,90.0,SteakSeafood
Surf and Turf,1969-01-01,1,178.0,SteakChickenSeafood
Oyster Au Gratin,1969-01-01,6187,48.0,Seafood
Plaintain,1969-01-01,4526,110.0,
Fresh Beluga Caviar,1969-01-01,6786,32.0,Seafood
Canape Caviar,1969-01-01,4869,94.0,Seafood
Chicken Omelette,1969-01-01,4523,111.0,Chicken
Lobster Roll,1969-01-01,4618,106.0,Seafood
Small Tenderloin Steak,1969-01-01,551,177.0,SteakSeafood
Curried Crab Meat with Rice,1969-01-01,3610,144.0,SteakSeafood
Oyster's A La Poulette,1969-01-01,3184,151.0,SteakSeafood
Chicken Soup,1969-01-01,2741,160.0,Chicken
Chicken with Rice,1969-01-01,4836,95.0,Chicken
Barbeque Chicken,1969-01-01,5451,71.0,Chicken
Beef Minute Steak and Sardines,1969-01-01,4297,124.0,SteakSeafood
Cream and Mushroom,1969-01-01,3600,146.0,SteakSeafood
Crab meat cocktail,1969-01-01,5917,61.0,Seafood
Anchovies and Mustard,1969-01-01,4879,93.0,Seafood
Family Halibut Steak,1969-01-01,4643,104.0,SteakSeafood
Chicken Cream,1969-01-01,4142,129.0,Chicken
Chicken Cream for Two,1969-01-01,1,179.0,SteakChickenSeafood
Shrimp Cocktail and Steak,1969-01-01,4035,132.0,SteakSeafood
"Steak Minute, Fifth Avenue",1969-01-01,3715,141.0,SteakSeafood
Hamburger Steak,1969-01-01,7632,15.0,Steak
Chicken Pot Pie,1969-01-01,5955,59.0,Chicken
Chicken Noodle,1969-01-01,2870,157.0,Chicken
Broiled Striped Bass,1969-01-01,3280,149.0,Seafood
Chicken Bologne,1969-01-01,3692,143.0,Chicken
Brazzlian steak and seafood,1969-01-01,5916,62.0,SteakSeafood
Lobster and Steak,1969-01-01,3523,147.0,SteakSeafood
Caviar Sandwich,1969-01-01,1914,166.0,SteakSeafood
Tomatoe Stuffed Crab Meat,1969-01-01,4795,98.0,Seafood
"Chicken Broth, Bellevue Per Cup",1969-01-01,7167,22.0,Chicken
Lobster Cream with Whole Chicken,1969-01-01,4764,101.0,SteakChickenSeafood
Broiled Sirloin Steak,1969-01-01,4286,126.0,Steak
"Lobster, Newburg",1969-01-01,4449,117.0,SteakSeafood
Crab Meat Cocktail,1969-01-01,6101,53.0,SteakSeafood
Bebinca,1969-01-01,5038,87.0,
Healy's Special Individual Chicken Pie,1969-01-01,5971,58.0,Chicken
Lobster Mayonnaise,1969-01-01,6183,49.0,Seafood
Crab Legs,1969-01-01,7475,18.0,Seafood
Chicken A La King with Clams,1969-01-01,1,180.0,SteakChickenSeafood
Sirloin Steak with Onions,1969-01-01,6297,46.0,Steak
Cream of Mushroom with Chicken and Mussels App,1969-01-01,1230,176.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1969-01-01,4469,116.0,SeafoodChicken
"Crab Cocktail, Whole Chicken",1969-01-01,8049,10.0,SeafoodChicken
"Salad, Lobster",1969-01-01,6504,39.0,Seafood
Half Chicken,1969-01-01,6696,36.0,Chicken
Half Broiled Chicken,1969-01-01,6914,29.0,Chicken
Fresh Caviar,1969-01-01,7306,20.0,Seafood
Chicken A La Maryland,1969-01-01,6548,38.0,Chicken
Little Neck Clams,1969-01-01,8682,3.0,Seafood
Blue Point Oysters,1969-01-01,3785,140.0,SteakSeafood
Extra Sirloin Steak,1969-01-01,1727,172.0,Steak
Small Steak,1969-01-01,1966,165.0,Steak
"Fried Spring Chicken, Halibut Steak, Milk",1969-01-01,1,181.0,SteakChickenSeafood
Chicken-fried Steak,1969-01-01,4200,128.0,Chicken
Healey's Special Individual Chicken Pie,1969-01-01,3970,134.0,SteakSeafood
Pan Roast Oysters,1969-01-01,7589,16.0,Seafood
Fresh Lobster Cocktail and Steak,1969-01-01,5383,75.0,SteakSeafood
Broiled Squab Chicken (half),1969-01-01,6182,50.0,Chicken
Steak and Oyster Cream,1969-01-01,1419,175.0,SteakSeafood
Deviled Lobster,1969-01-01,4374,119.0,SteakSeafood
Bordeaux Sardines,1969-01-01,6964,26.0,Seafood
Chicken Cream,1969-01-01,4772,99.0,Chicken
Chicken Noodle Soup,1969-01-01,4749,102.0,Chicken
Chicken Halibut Steak,1969-01-01,1,182.0,SteakChickenSeafood
Clam Chowder and Steak,1969-01-01,4955,89.0,SteakSeafood
Salman Steak,1969-01-01,6918,28.0,SteakSeafood
Boneless Catfish Fillet,1969-01-01,4474,115.0,SteakSeafood
Chicken Broth,1969-01-01,8312,5.0,Chicken
Canape De Caviar,1969-01-01,4821,96.0,Seafood
Mackeral Steak,1969-01-01,5576,70.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1969-01-01,1886,169.0,SeafoodChicken
Chicken Nachos,1969-01-01,7036,25.0,Chicken
Chicken Salad Wrap,1969-01-01,6878,30.0,Chicken
Omelette,1969-01-01,3908,136.0,
Ambassador Cup,1969-01-01,5436,72.0,Seafood
Halibut Steak for Two,1969-01-01,4007,133.0,SteakSeafood
Boneless Sardines,1969-01-01,5265,78.0,Seafood
Pancakes,1969-01-01,1914,167.0,
Steak and Lobster,1969-01-01,3908,137.0,SteakSeafood
Venison Steak,1969-01-01,2985,155.0,Steak
Codfish with Mushroom Soup,1969-01-01,4530,109.0,SteakSeafood
Lobster Cocktail,1969-01-01,8047,11.0,Seafood
Tenderloin Steak,1969-01-01,9724,1.0,Steak
Clam Chowder and Halibut Steak,1969-01-01,3868,139.0,SteakSeafood
Chicken Liver,1969-01-01,6692,37.0,Chicken
"Crab meat with Lettuce, Special Dressing",1969-01-01,6957,27.0,Seafood
Squab Chicken,1969-01-01,8363,4.0,Chicken
Nova Scotia Lox and Scrambled Eggs,1969-01-01,4342,121.0,SeafoodChicken
Clam Stew with Milk,1969-01-01,5379,76.0,Seafood
Halibut Steak with Wings,1969-01-01,1,183.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1969-01-01,4767,100.0,SeafoodChicken
Cold Lobster,1969-01-01,3701,142.0,Seafood
Soft Drink,1969-01-01,3918,135.0,
Steamed Hard Clams,1969-01-01,4517,112.0,SteakSeafood
Squab Chicken and Malossol Caviar,1969-01-01,3276,150.0,SteakSeafood
Crab Meat,1970-01-01,6407,45.0,Seafood
Chicken Ferrego,1970-01-01,4572,108.0,Chicken
Family Halibut Delight,1970-01-01,6054,55.0,SteakSeafood
Yum Yum Chicken,1970-01-01,4291,125.0,Chicken
Steak and Crab,1970-01-01,2773,159.0,SteakSeafood
"Beefsteak, Broiled",1970-01-01,1966,165.0,Steak
Salmon Steak with Chicken Wings,1970-01-01,6478,41.0,SeafoodChicken
Chicken Fajita,1970-01-01,6053,56.0,Chicken
Fusilli with Octopus,1970-01-01,5861,63.0,SteakChickenSeafood
Strip bacon with Chicken,1970-01-01,6450,44.0,Chicken
Chicken Fried Steak Sandwich,1970-01-01,5691,67.0,Chicken
Oyster Pan Roast,1970-01-01,6209,49.0,Seafood
Cream of Trout,1970-01-01,7209,21.0,Seafood
Tenderloin Steak with Mushrooms,1970-01-01,2820,158.0,Steak
Chicken Fajita and Salad,1970-01-01,7117,23.0,Chicken
Chicken Curry,1970-01-01,7326,19.0,Chicken
Sirloin Steak with Mushrooms,1970-01-01,1727,170.0,Steak
Halibut Steak,1970-01-01,3492,148.0,SteakSeafood
Escargo,1970-01-01,2301,163.0,Seafood
Nova Scotia Lox and Scrambled Eggs,1970-01-01,6125,54.0,SeafoodChicken
Soft Drink with Chicken,1970-01-01,5126,84.0,Chicken
"Cream of Eye, Catfish",1970-01-01,2218,164.0,SteakSeafood
Clam Chowder,1970-01-01,8864,2.0,SeafoodChicken
Trout Milk,1970-01-01,3114,153.0,Seafood
Half Pound Wings,1970-01-01,5125,85.0,Chicken
Fried Scallops,1970-01-01,4362,120.0,SteakSeafood
Seabass Beer and Steak,1970-01-01,2560,161.0,SteakSeafood
Crab Meat Salad,1970-01-01,3933,135.0,SteakSeafood
Sushi,1970-01-01,3031,154.0,Seafood
Milk Fed Chicken,1970-01-01,5777,66.0,SteakSeafood
Porterhouse Steak,1970-01-01,7653,15.0,Steak
Stripped Bass,1970-01-01,4525,113.0,SteakSeafood
Broiled Oysters,1970-01-01,4314,124.0,SteakSeafood
"Half n half, lobster and chicken special",1970-01-01,7879,13.0,SeafoodChicken
Clams,1970-01-01,7580,17.0,Seafood
"Chicken Soup, Lobster Dinner",1970-01-01,6870,31.0,SeafoodChicken
Crab Flake Salad,1970-01-01,2917,156.0,SteakSeafood
Cold Brew,1970-01-01,4134,130.0,
Latte,1970-01-01,5291,78.0,
Bone Sirloin Steak,1970-01-01,4535,110.0,Steak
Machiatto,1970-01-01,5235,80.0,
Omelette With Chicken Livers,1970-01-01,5044,87.0,Chicken
Salisbury Steak,1970-01-01,4992,88.0,Steak
Chicken Mayonnaise,1970-01-01,4442,118.0,Chicken
Adam's Brew,1970-01-01,6039,57.0,
Chicken Fricassee,1970-01-01,6211,48.0,Chicken
"Halibut House, Picanhe Steak",1970-01-01,5368,77.0,SteakSeafood
Reindeer Steak,1970-01-01,1652,173.0,Steak
Beef Steak,1970-01-01,6484,40.0,Steak
Nova Scotia Lox and Scrambled Eggs,1970-01-01,7044,25.0,SeafoodChicken
Party Size Mussels and Shrimp,1970-01-01,6768,34.0,SteakSeafood
"Steak, Gerostet",1970-01-01,5142,83.0,Steak
Cream,1970-01-01,4665,105.0,SteakSeafood
Chicken Teriyaki,1970-01-01,4916,91.0,Chicken
Ginger Ale,1970-01-01,3622,146.0,
Clam Stew,1970-01-01,4638,106.0,SteakSeafood
Cream Soup with Fish,1970-01-01,1727,171.0,SteakChickenSeafood
Chicken Fried,1970-01-01,5828,64.0,Chicken
Chicken Sandwich,1970-01-01,8155,8.0,Chicken
Smoked Salmon and Pulled Beef,1970-01-01,5161,82.0,SteakSeafood
Roast Chicken,1970-01-01,4317,123.0,Chicken
Chicken And Ham Pie,1970-01-01,8126,9.0,Chicken
Imported Sardines,1970-01-01,5939,60.0,SteakSeafood
Chicken Okra Soup,1970-01-01,5227,81.0,Chicken
Rump Steak,1970-01-01,1886,169.0,Steak
Sirloin Steak for 2,1970-01-01,5650,69.0,Steak
Shashimi,1970-01-01,5420,74.0,SteakSeafood
Boneless Catfish Fillet for two,1970-01-01,4683,103.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1970-01-01,3171,152.0,SeafoodChicken
Minute Steak,1970-01-01,4914,92.0,Steak
Cola,1970-01-01,1472,174.0,
Steak Minute,1970-01-01,5653,68.0,Steak
Chicken Parmesan,1970-01-01,5429,73.0,Chicken
Wings and Beer Deal,1970-01-01,4892,96.0,Chicken
Clam Chowder and bread,1970-01-01,8180,7.0,Seafood
Fried Oyster Crabs,1970-01-01,6783,33.0,Seafood
Cape Cod Oysters,1970-01-01,8005,12.0,Seafood
Trout Saute,1970-01-01,5826,65.0,Seafood
Sliced Chicken Sandwich,1970-01-01,6732,35.0,Chicken
Clam Fry,1970-01-01,6468,42.0,Seafood
Roast Chicken,1970-01-01,8294,6.0,Chicken
Ham Steak,1970-01-01,4108,131.0,Steak
Imported Caviar,1970-01-01,6452,43.0,Seafood
Broiled Hamburg Chicken,1970-01-01,4274,127.0,Seafood
Clam Broth in Cup,1970-01-01,6175,52.0,Seafood
Salmon Steak,1970-01-01,4970,90.0,SteakSeafood
Surf and Turf,1970-01-01,1,178.0,SteakChickenSeafood
Oyster Au Gratin,1970-01-01,6190,50.0,Seafood
Plaintain,1970-01-01,4534,112.0,
Fresh Beluga Caviar,1970-01-01,6804,32.0,Seafood
Canape Caviar,1970-01-01,4896,94.0,Seafood
Chicken Omelette,1970-01-01,4523,114.0,Chicken
Lobster Roll,1970-01-01,4625,107.0,Seafood
Small Tenderloin Steak,1970-01-01,551,177.0,SteakSeafood
Curried Crab Meat with Rice,1970-01-01,3629,145.0,SteakSeafood
Oyster's A La Poulette,1970-01-01,3236,151.0,SteakSeafood
Chicken Soup,1970-01-01,2741,160.0,Chicken
Chicken with Rice,1970-01-01,4837,97.0,Chicken
Barbeque Chicken,1970-01-01,5451,71.0,Chicken
Beef Minute Steak and Sardines,1970-01-01,4345,121.0,SteakSeafood
Cream and Mushroom,1970-01-01,3717,141.0,SteakSeafood
Crab meat cocktail,1970-01-01,5920,61.0,Seafood
Anchovies and Mustard,1970-01-01,4901,93.0,Seafood
Family Halibut Steak,1970-01-01,4670,104.0,SteakSeafood
Chicken Cream,1970-01-01,4143,129.0,Chicken
Chicken Cream for Two,1970-01-01,1,179.0,SteakChickenSeafood
Shrimp Cocktail and Steak,1970-01-01,4108,132.0,SteakSeafood
"Steak Minute, Fifth Avenue",1970-01-01,3715,142.0,SteakSeafood
Hamburger Steak,1970-01-01,7653,14.0,Steak
Chicken Pot Pie,1970-01-01,5964,59.0,Chicken
Chicken Noodle,1970-01-01,2870,157.0,Chicken
Broiled Striped Bass,1970-01-01,3302,150.0,Seafood
Chicken Bologne,1970-01-01,3692,144.0,Chicken
Brazzlian steak and seafood,1970-01-01,5918,62.0,SteakSeafood
Lobster and Steak,1970-01-01,3523,147.0,SteakSeafood
Caviar Sandwich,1970-01-01,1940,167.0,SteakSeafood
Tomatoe Stuffed Crab Meat,1970-01-01,4894,95.0,Seafood
"Chicken Broth, Bellevue Per Cup",1970-01-01,7169,22.0,Chicken
Lobster Cream with Whole Chicken,1970-01-01,4764,101.0,SteakChickenSeafood
Broiled Sirloin Steak,1970-01-01,4286,126.0,Steak
"Lobster, Newburg",1970-01-01,4449,117.0,SteakSeafood
Crab Meat Cocktail,1970-01-01,6129,53.0,SteakSeafood
Bebinca,1970-01-01,5065,86.0,
Healy's Special Individual Chicken Pie,1970-01-01,5971,58.0,Chicken
Lobster Mayonnaise,1970-01-01,6230,47.0,Seafood
Crab Legs,1970-01-01,7513,18.0,Seafood
Chicken A La King with Clams,1970-01-01,1,180.0,SteakChickenSeafood
Sirloin Steak with Onions,1970-01-01,6317,46.0,Steak
Cream of Mushroom with Chicken and Mussels App,1970-01-01,1230,176.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1970-01-01,4475,115.0,SeafoodChicken
"Crab Cocktail, Whole Chicken",1970-01-01,8073,10.0,SeafoodChicken
"Salad, Lobster",1970-01-01,6525,39.0,Seafood
Half Chicken,1970-01-01,6707,37.0,Chicken
Half Broiled Chicken,1970-01-01,6919,29.0,Chicken
Fresh Caviar,1970-01-01,7325,20.0,Seafood
Chicken A La Maryland,1970-01-01,6553,38.0,Chicken
Little Neck Clams,1970-01-01,8696,3.0,Seafood
Blue Point Oysters,1970-01-01,3798,140.0,SteakSeafood
Extra Sirloin Steak,1970-01-01,1727,172.0,Steak
Small Steak,1970-01-01,1966,166.0,Steak
"Fried Spring Chicken, Halibut Steak, Milk",1970-01-01,1,181.0,SteakChickenSeafood
Chicken-fried Steak,1970-01-01,4200,128.0,Chicken
Healey's Special Individual Chicken Pie,1970-01-01,3972,134.0,SteakSeafood
Pan Roast Oysters,1970-01-01,7605,16.0,Seafood
Fresh Lobster Cocktail and Steak,1970-01-01,5401,75.0,SteakSeafood
Broiled Squab Chicken (half),1970-01-01,6183,51.0,Chicken
Steak and Oyster Cream,1970-01-01,1419,175.0,SteakSeafood
Deviled Lobster,1970-01-01,4377,119.0,SteakSeafood
Bordeaux Sardines,1970-01-01,6972,26.0,Seafood
Chicken Cream,1970-01-01,4772,100.0,Chicken
Chicken Noodle Soup,1970-01-01,4749,102.0,Chicken
Chicken Halibut Steak,1970-01-01,1,182.0,SteakChickenSeafood
Clam Chowder and Steak,1970-01-01,4971,89.0,SteakSeafood
Salman Steak,1970-01-01,6953,28.0,SteakSeafood
Boneless Catfish Fillet,1970-01-01,4474,116.0,SteakSeafood
Chicken Broth,1970-01-01,8313,5.0,Chicken
Canape De Caviar,1970-01-01,4826,99.0,Seafood
Mackeral Steak,1970-01-01,5608,70.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1970-01-01,2317,162.0,SeafoodChicken
Chicken Nachos,1970-01-01,7047,24.0,Chicken
Chicken Salad Wrap,1970-01-01,6878,30.0,Chicken
Omelette,1970-01-01,3910,138.0,
Ambassador Cup,1970-01-01,5450,72.0,Seafood
Halibut Steak for Two,1970-01-01,4007,133.0,SteakSeafood
Boneless Sardines,1970-01-01,5266,79.0,Seafood
Pancakes,1970-01-01,1914,168.0,
Steak and Lobster,1970-01-01,3910,139.0,SteakSeafood
Venison Steak,1970-01-01,2985,155.0,Steak
Codfish with Mushroom Soup,1970-01-01,4535,111.0,SteakSeafood
Lobster Cocktail,1970-01-01,8051,11.0,Seafood
Tenderloin Steak,1970-01-01,9731,1.0,Steak
Clam Chowder and Halibut Steak,1970-01-01,3932,136.0,SteakSeafood
Chicken Liver,1970-01-01,6718,36.0,Chicken
"Crab meat with Lettuce, Special Dressing",1970-01-01,6970,27.0,Seafood
Squab Chicken,1970-01-01,8367,4.0,Chicken
Nova Scotia Lox and Scrambled Eggs,1970-01-01,4344,122.0,SeafoodChicken
Clam Stew with Milk,1970-01-01,5394,76.0,Seafood
Halibut Steak with Wings,1970-01-01,1,183.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1970-01-01,4834,98.0,SeafoodChicken
Cold Lobster,1970-01-01,3701,143.0,Seafood
Soft Drink,1970-01-01,3919,137.0,
Steamed Hard Clams,1970-01-01,4538,109.0,SteakSeafood
Squab Chicken and Malossol Caviar,1970-01-01,3367,149.0,SteakSeafood
Crab Meat,1971-01-01,6440,45.0,Seafood
Chicken Ferrego,1971-01-01,4585,108.0,Chicken
Family Halibut Delight,1971-01-01,6063,56.0,SteakSeafood
Yum Yum Chicken,1971-01-01,4360,123.0,Chicken
Steak and Crab,1971-01-01,2773,159.0,SteakSeafood
"Beefsteak, Broiled",1971-01-01,1966,165.0,Steak
Salmon Steak with Chicken Wings,1971-01-01,6513,40.0,SeafoodChicken
Chicken Fajita,1971-01-01,6090,55.0,Chicken
Fusilli with Octopus,1971-01-01,5862,64.0,SteakChickenSeafood
Strip bacon with Chicken,1971-01-01,6451,44.0,Chicken
Chicken Fried Steak Sandwich,1971-01-01,5724,67.0,Chicken
Oyster Pan Roast,1971-01-01,6235,48.0,Seafood
Cream of Trout,1971-01-01,7249,21.0,Seafood
Tenderloin Steak with Mushrooms,1971-01-01,2820,158.0,Steak
Chicken Fajita and Salad,1971-01-01,7130,23.0,Chicken
Chicken Curry,1971-01-01,7327,20.0,Chicken
Sirloin Steak with Mushrooms,1971-01-01,1727,170.0,Steak
Halibut Steak,1971-01-01,3495,148.0,SteakSeafood
Escargo,1971-01-01,2361,163.0,Seafood
Nova Scotia Lox and Scrambled Eggs,1971-01-01,6155,53.0,SeafoodChicken
Soft Drink with Chicken,1971-01-01,5129,85.0,Chicken
"Cream of Eye, Catfish",1971-01-01,2253,164.0,SteakSeafood
Clam Chowder,1971-01-01,8901,2.0,SeafoodChicken
Trout Milk,1971-01-01,3114,153.0,Seafood
Half Pound Wings,1971-01-01,5130,84.0,Chicken
Fried Scallops,1971-01-01,4390,121.0,SteakSeafood
Seabass Beer and Steak,1971-01-01,2560,161.0,SteakSeafood
Crab Meat Salad,1971-01-01,3945,136.0,SteakSeafood
Sushi,1971-01-01,3031,155.0,Seafood
Milk Fed Chicken,1971-01-01,5797,66.0,SteakSeafood
Porterhouse Steak,1971-01-01,7658,15.0,Steak
Stripped Bass,1971-01-01,4525,115.0,SteakSeafood
Broiled Oysters,1971-01-01,4325,125.0,SteakSeafood
"Half n half, lobster and chicken special",1971-01-01,7898,13.0,SeafoodChicken
Clams,1971-01-01,7580,17.0,Seafood
"Chicken Soup, Lobster Dinner",1971-01-01,6900,30.0,SeafoodChicken
Crab Flake Salad,1971-01-01,3069,154.0,SteakSeafood
Cold Brew,1971-01-01,4134,131.0,
Latte,1971-01-01,5319,78.0,
Bone Sirloin Steak,1971-01-01,4548,111.0,Steak
Machiatto,1971-01-01,5252,80.0,
Omelette With Chicken Livers,1971-01-01,5044,87.0,Chicken
Salisbury Steak,1971-01-01,4995,91.0,Steak
Chicken Mayonnaise,1971-01-01,4444,119.0,Chicken
Adam's Brew,1971-01-01,6043,57.0,
Chicken Fricassee,1971-01-01,6213,49.0,Chicken
"Halibut House, Picanhe Steak",1971-01-01,5408,76.0,SteakSeafood
Reindeer Steak,1971-01-01,1727,171.0,Steak
Beef Steak,1971-01-01,6491,41.0,Steak
Nova Scotia Lox and Scrambled Eggs,1971-01-01,7067,24.0,SeafoodChicken
Party Size Mussels and Shrimp,1971-01-01,6798,34.0,SteakSeafood
"Steak, Gerostet",1971-01-01,5161,83.0,Steak
Cream,1971-01-01,4665,106.0,SteakSeafood
Chicken Teriyaki,1971-01-01,4916,93.0,Chicken
Ginger Ale,1971-01-01,3624,147.0,
Clam Stew,1971-01-01,4685,104.0,SteakSeafood
Cream Soup with Fish,1971-01-01,1727,172.0,SteakChickenSeafood
Chicken Fried,1971-01-01,5828,65.0,Chicken
Chicken Sandwich,1971-01-01,8153,8.0,Chicken
Smoked Salmon and Pulled Beef,1971-01-01,5199,82.0,SteakSeafood
Roast Chicken,1971-01-01,4319,126.0,Chicken
Chicken And Ham Pie,1971-01-01,8127,9.0,Chicken
Imported Sardines,1971-01-01,5959,60.0,SteakSeafood
Chicken Okra Soup,1971-01-01,5232,81.0,Chicken
Rump Steak,1971-01-01,1886,169.0,Steak
Sirloin Steak for 2,1971-01-01,5682,68.0,Steak
Shashimi,1971-01-01,5428,74.0,SteakSeafood
Boneless Catfish Fillet for two,1971-01-01,4683,105.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1971-01-01,3171,152.0,SeafoodChicken
Minute Steak,1971-01-01,5005,88.0,Steak
Cola,1971-01-01,1472,174.0,
Steak Minute,1971-01-01,5674,69.0,Steak
Chicken Parmesan,1971-01-01,5434,73.0,Chicken
Wings and Beer Deal,1971-01-01,4892,97.0,Chicken
Clam Chowder and bread,1971-01-01,8211,7.0,Seafood
Fried Oyster Crabs,1971-01-01,6799,33.0,Seafood
Cape Cod Oysters,1971-01-01,8019,12.0,Seafood
Trout Saute,1971-01-01,5877,63.0,Seafood
